FID,id,rbd,nombre,letra,numero,direcc_cal,direcc_num,of_piso,direccion,comuna,telefono,dependenci,precio,predio_m2,edificacio,directivos,profesores,administra,tecnicos,auxiliares,personal_t,pasetotal,paselibre,furgontota,furgonacre,sitios,matriculaj,almuerzoju,rinden_sim,rinden_paa,menosde5,de6a13,de14a17,masde18,fuente,prebasica,basica,media,superior,otra,privado,bespecial,bprebasica,bbasica,bh_c,bcomercial,bindustria,btecnica,bcft,bip,bu,badulto,botra,rbd_d,localidad,clase,coord_x,coord_y,provincial,nombre_2,layer,tipo,dependen_1
1948,428,9362 9,LA CONCEPCION,,,GARCIA HURTADO DE MENDOZA,7848,1,7848 GARCIA HURTADO DE MENDOZA,LA FLORIDA,2853103,3,58000,2500,0,3,50,6,0,3,62,0,70,60,0,0,1700,0,599,36,180,1200,320,0,1,180,1200,320,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9362 9,SANTIAGO,MEDIA,353007.41821,6289383.40726,PROVINCIAL CORDILLERA,LA CONCEPCION,MEDIA,ED MEDIA,Particulares Subvencionados
1949,430,9369 6,ROSARIO CONCHA,,13,PEDRO MAURIN,6674,1,6674 PEDRO MAURIN,LA FLORIDA,2852983,3,40000,5000,0,4,26,2,0,9,41,0,90,30,0,10,0,0,330,0,90,690,0,0,1,90,690,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9369 6,SANTIAGO,BASICA,352824.41004,6290120.87874,PROVINCIAL CORDILLERA,ROSARIO CONCHA,BASICA,ED BASICA,Particulares Subvencionados
1950,431,24431 7,COLEGIO HAYDN DE LA FLORIDA,,1396,REAL MADRID,1715,1,1715 REAL MADRID,LA FLORIDA,2855607,3,62500,2500,0,4,14,1,0,2,21,0,0,10,0,8,0,0,205,0,71,544,0,0,1,71,544,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,24431 7,SANTIAGO,BASICA,352831.7293,6290337.68338,PROVINCIAL CORDILLERA,COLEGIO HAYDN DE LA FLORIDA,BASICA,ED BASICA,Particulares Subvencionados
1951,432,10000134,LOS COPIHUES,,,LOS CACTUS,1885,0,1885 LOS CACTUS,LA FLORIDA,2850175,6,0,0,0,1,4,0,12,2,19,0,0,0,0,0,0,0,0,0,267,0,0,0,3,267,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000134,SANTIAGO,PREBASICA,353187.05125,6290282.56,PROVINCIAL CORDILLERA,LOS COPIHUES,PREBASICA,ED PREBASICA,Municipales
1952,434,9363 7,RAFAEL SOTOMAYOR BAEZA,,1048,LOS CACTUS,1971,1,1971 LOS CACTUS,LA FLORIDA,2852035,3,20000,5400,0,4,23,2,0,2,31,0,5,3,0,0,900,0,313,0,120,780,0,0,1,120,780,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9363 7,SANTIAGO,BASICA,353256.04688,6290357,PROVINCIAL CORDILLERA,RAFAEL SOTOMAYOR BAEZA,BASICA,ED BASICA,Particulares Subvencionados
1953,435,12085 5,CRISTIANO EMMANUEL,,1345,LOS CAZADORES,3338,1,3338 LOS CAZADORES,LA FLORIDA,2844040,3,35000,0,0,3,17,3,0,2,25,0,15,5,2,10,270,0,113,0,56,335,0,0,1,56,335,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12085 5,SANTIAGO,BASICA,354845.56207,6290822.24853,PROVINCIAL CORDILLERA,CRISTIANO EMMANUEL,BASICA,ED BASICA,Particulares Subvencionados
1954,436,24405 8,COLEGIO LOVAINA,,1383,MANUEL RENGIFO,11599,1,11599 MANUEL RENGIFO,LA FLORIDA,2884051,3,100000,1000,6,3,24,2,0,2,31,0,15,13,3,5,760,90,234,0,135,754,0,0,1,135,754,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,24405 8,SANTIAGO,BASICA,353441.0232,6285015.44842,PROVINCIAL CORDILLERA,COLEGIO LOVAINA,BASICA,ED BASICA,Particulares Subvencionados
1955,437,9335 1,LOS COPIHUES,,828,CORREGIDOR ZANARTU,11522,1,11522 CORREGIDOR ZANARTU,LA FLORIDA,2891200,3,58000,0,0,1,11,2,0,2,16,0,65,8,0,0,400,0,223,0,69,358,0,0,1,69,358,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9335 1,SANTIAGO,BASICA,353504.95428,6285229.67113,PROVINCIAL CORDILLERA,LOS COPIHUES,BASICA,ED BASICA,Particulares Subvencionados
1956,438,9328 9,CORONEL SANTIAGO BUERAS,,,SAN JORGE,345,1,345 SAN JORGE,LA FLORIDA,2881766,3,75150,10000,0,5,52,4,0,4,65,0,0,30,0,30,1500,0,512,45,120,1075,330,0,1,120,1075,330,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9328 9,SANTIAGO,MEDIA,353499.69709,6285669.09659,PROVINCIAL CORDILLERA,CORONEL SANTIAGO BUERAS,MEDIA,ED MEDIA,Particulares Subvencionados
1957,439,24419 8,STA ANA DE LA LUZ,,1389,COLOMBIA,10,1,10.413 COLOMBIA,LA FLORIDA,2896678,3,94000,1500,9,3,35,2,0,4,44,0,14,12,6,0,0,0,120,0,110,340,0,0,1,110,340,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,24419 8,SANTIAGO,BASICA,353600.70588,6286425.72881,PROVINCIAL CORDILLERA,STA ANA DE LA LUZ,BASICA,ED BASICA,Particulares Subvencionados
1958,440,66666,STA ANA DE LA LUZ,,1389,JOSE MIGUEL CARRERA,784,0,784 JOSE MIGUEL CARRERA,LA FLORIDA,0,3,104000,1000,9,2,15,1,0,2,20,0,0,5,5,0,0,0,0,0,33,150,0,0,1,33,150,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,66666,SANTIAGO,BASICA,351967.20593,6286589.3384,PROVINCIAL CORDILLERA,STA ANA DE LA LUZ,BASICA,ED BASICA,Particulares Subvencionados
1959,442,9334 3,PORTALES,,1023,DIEGO PORTALES,814,1,814 DIEGO PORTALES,LA FLORIDA,2895255,3,55500,1600,7,4,14,2,0,4,24,0,35,12,0,0,0,0,347,0,80,720,0,0,1,80,720,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9334 3,SANTIAGO,BASICA,353669.94416,6285272.66662,PROVINCIAL CORDILLERA,PORTALES,BASICA,ED BASICA,Particulares Subvencionados
1960,443,9296 7,LAS LILAS,E,438,DIEGO PORTALES,828,1,828 DIEGO PORTALES,LA FLORIDA,2893786,1,3000,28000,9,3,30,2,0,5,40,0,0,3,0,0,0,0,241,0,59,595,0,0,1,59,595,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9296 7,SANTIAGO,BASICA,353692.07057,6285277.27325,PROVINCIAL CORDILLERA,LAS LILAS,BASICA,ED BASICA,Estatales
1961,444,9282 7,GUARDIAMARINA ERNESTO RIQUELME,D,436,JOHN KENNEDY,518,1,518 JOHN KENNEDY,LA FLORIDA,2916861,1,1000,3000,8,2,27,2,0,4,35,0,0,15,0,0,800,50,264,0,70,700,0,0,1,70,700,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9282 7,SANTIAGO,BASICA,353263.82174,6286740.27348,PROVINCIAL CORDILLERA,GUARDIAMARINA ERNESTO RIQUELME,BASICA,ED BASICA,Estatales
1962,445,9383 1,VALLE VERDE,,1031,RIO BAKER,9450,1,9450 RIO BAKER,LA FLORIDA,2816919,3,43000,1100,4,1,15,3,0,2,21,0,0,8,0,0,0,0,125,0,42,310,0,0,1,42,310,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9383 1,SANTIAGO,BASICA,353326.60006,6287619.65562,PROVINCIAL CORDILLERA,VALLE VERDE,BASICA,ED BASICA,Particulares Subvencionados
1963,446,9382 3,APOSTOL PABLO,,965,JOHN KENNEDY,759,1,759 JOHN KENNEDY,LA FLORIDA,2810222,3,3000,500,2.22,1,17,2,0,3,23,0,83,4,1,0,360,100,245,0,0,451,0,0,1,0,451,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9382 3,SANTIAGO,BASICA,353534.73019,6286737.27881,PROVINCIAL CORDILLERA,APOSTOL PABLO,BASICA,ED BASICA,Particulares Subvencionados
1964,447,12234 3,LICEO TECNICO FEMENINO DIEGO PORTALES,,,VENEZUELA,9157,1,9157 VENEZUELA,LA FLORIDA,2871859,3,52750,1200,5,2,12,4,0,3,21,0,0,4,0,0,0,0,66,14,0,0,116,29,1,0,0,145,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12234 3,SANTIAGO,MEDIA,353328.79706,6288053.23167,PROVINCIAL CORDILLERA,LICEO TECNICO FEMENINO DIEGO PORTALES,MEDIA,ED MEDIA,Particulares Subvencionados
1965,450,9317 3,INSTITUTO LA SALLE,,,LA FLORIDA,9742,1,9742 LA FLORIDA,LA FLORIDA,2871502,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,28,93,712,158,0,2,93,712,158,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,9317 3,SANTIAGO,MEDIA,354422.24067,6287099.94304,PROVINCIAL CORDILLERA,INSTITUTO LA SALLE,MEDIA,ED MEDIA,Particulares Subvencionados
1966,452,9284 3,MAESTRA ELSA SANTIBANEZ,D,444,LA FLORIDA,8933,1,8933 LA FLORIDA,LA FLORIDA,2972001,1,5000,600,3.5,2,24,2,0,3,31,0,0,8,0,0,680,60,285,0,57,498,0,0,1,57,498,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9284 3,SANTIAGO,BASICA,353830.84436,6288611.59087,PROVINCIAL CORDILLERA,MAESTRA ELSA SANTIBANEZ,BASICA,ED BASICA,Estatales
1967,453,24756 1,ELVIRA ERRAZURIZ NRO.2,,1483,DIEGO PORTALES,1385,1,1385 DIEGO PORTALES,LA FLORIDA,2894470,3,45000,12880,0,3,12,2,0,4,21,0,0,10,0,10,800,0,66,0,80,500,0,0,1,80,500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,24756 1,SANTIAGO,BASICA,354422.39256,6285444.38744,PROVINCIAL CORDILLERA,ELVIRA ERRAZURIZ NRO.2,BASICA,ED BASICA,Particulares Subvencionados
1968,454,24448 1,COLEGIO ARTISTICO SALVADOR,,,DIEGO PORTALES,1519,1,1519 DIEGO PORTALES,LA FLORIDA,2897167,3,169000,2800,3,4,28,0,0,2,34,0,0,4,0,0,240,100,87,22,7,130,90,0,1,7,130,90,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,24448 1,SANTIAGO,MEDIA,354561.80224,6285476.5667,PROVINCIAL CORDILLERA,COLEGIO ARTISTICO SALVADOR,MEDIA,ED MEDIA,Particulares Subvencionados
1969,455,24864 9,SAN CRISTOBAL DE LAS CASAS,,,DIEGO PORTALES,1520,1,1520 DIEGO PORTALES,LA FLORIDA,2895736,3,157000,3600,0,2,70,3,0,5,80,0,100,2,2,6,0,0,154,0,180,1200,284,26,1,180,1200,310,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,24864 9,SANTIAGO,MEDIA,354581.90574,6285481.28255,PROVINCIAL CORDILLERA,SAN CRISTOBAL DE LAS CASAS,MEDIA,ED MEDIA,Particulares Subvencionados
1970,457,11794 3,VARESCA,,1256,DIAG LOS CASTANOS,5831,1,5831 DIAG LOS CASTANOS,LA FLORIDA,2850927,3,0,0,0,3,17,3,0,2,25,0,0,7,5,3,0,0,0,0,0,267,0,0,1,0,0,0,0,267,0,1,0,0,0,0,0,0,0,0,0,0,0,11794 3,SANTIAGO,BASICA,353385.91546,6291016.21132,PROVINCIAL CORDILLERA,VARESCA,BASICA,ED BASICA,Particulares Subvencionados
1971,458,24579 8,COLEGIO POLITECNICO LOS HEROES,,,LOS CEREZOS,5862,1,5862 LOS CEREZOS,LA FLORIDA,2851231,3,15500,2100,0,2,22,1,0,1,26,0,0,0,0,0,0,0,55,12,0,0,200,50,1,0,0,250,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,24579 8,SANTIAGO,MEDIA,353644.52891,6290669.05,PROVINCIAL CORDILLERA,COLEGIO POLITECNICO LOS HEROES,MEDIA,ED MEDIA,Particulares Subvencionados
1972,459,10000129,NUEVO AMANECER,,,VOLCAN ANTILLANCA,3060,0,3060 VOLCAN ANTILLANCA,LA FLORIDA,2841033,6,0,0,0,1,5,0,16,7,29,0,0,9,0,0,0,0,0,0,282,0,0,0,3,282,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000129,SANTIAGO,PREBASICA,354210.30633,6290554.12155,PROVINCIAL CORDILLERA,NUEVO AMANECER,PREBASICA,ED PREBASICA,Municipales
1973,460,9333 5,ANTONIO BORQUEZ SOLAR,,993,VOLCAN HORNOPIREN,5900,1,5900 VOLCAN HORNOPIREN,LA FLORIDA,2843544,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,74,366,0,0,2,74,366,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9333 5,SANTIAGO,BASICA,354287.63206,6290603.25179,PROVINCIAL CORDILLERA,ANTONIO BORQUEZ SOLAR,BASICA,ED BASICA,Particulares Subvencionados
1974,462,9299 1,STA IRENE,E,446,DIAG STA IRENE,3015,1,3015 DIAG STA IRENE,LA FLORIDA,2851123,1,3000,4125,5.76,2,22,2,0,4,30,0,25,8,0,8,0,0,206,0,69,612,0,0,1,69,612,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9299 1,SANTIAGO,BASICA,354570.99349,6289970.1475,PROVINCIAL CORDILLERA,STA IRENE,BASICA,ED BASICA,Estatales
1975,464,9337 8,LOR TOMAS COCHRANE,,961,DIEGO PORTALES,2394,1,2394 DIEGO PORTALES,LA FLORIDA,2878815,3,0,1000,3.5,1,7,0,0,1,9,0,25,3,0,0,350,100,133,0,0,330,0,0,1,0,330,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9337 8,SANTIAGO,BASICA,355342.1075,6285655.8,PROVINCIAL CORDILLERA,LOR TOMAS COCHRANE,BASICA,ED BASICA,Particulares Subvencionados
1976,466,9351 3,LANTANO,,943,OLGA SALAS,7127,1,7127 OLGA SALAS,LA FLORIDA,2861392,3,0,2500,1.8,2,10,1,0,1,14,0,0,3,3,0,70,100,22,0,25,165,0,0,1,25,165,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9351 3,SANTIAGO,BASICA,356810.35164,6290499.78789,PROVINCIAL CORDILLERA,LANTANO,BASICA,ED BASICA,Particulares Subvencionados
1977,467,10000075,PABLO DE ROKHA,,,JUNQUILLAR,848,0,0848 JUNQUILLA,LA PINTANA,5425891,8,0,0,0,1,1,0,9,4,15,0,0,0,0,0,0,0,0,0,130,0,0,0,3,130,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000075,SANTIAGO,PREBASICA,346675.50451,6283254.16056,PROVINCIAL CORDILLERA,PABLO DE ROKHA,PREBASICA,ED PREBASICA,Municipales
1978,468,9621 0,ALBERTO PAILLAO CATRILEO,F,525,LAUTARO,2090,1,2090 LAUTARO,LA PINTANA,5429113,1,3000,2500,0,1,14,0,0,2,17,0,0,2,1,1,300,100,0,0,28,238,0,0,1,28,238,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9621 0,SANTIAGO,BASICA,347269.1082,6281965.86316,PROVINCIAL CORDILLERA,ALBERTO PAILLAO CATRILEO,BASICA,ED BASICA,Estatales
1979,469,9604 0,CENTRO EDUCACIONAL LA PINTANA,,,PADRE HURTADO,13132,1,13132 PADRE HURTADO,LA PINTANA,5429427,1,0,0,0,3,36,3,0,5,47,0,7,2,0,0,765,50,0,5,176,1035,0,91,1,176,1068,58,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,9604 0,SANTIAGO,MEDIA,346569.77444,6282786.41,PROVINCIAL CORDILLERA,CENTRO EDUCACIONAL LA PINTANA,MEDIA,ED MEDIA,Estatales
1980,470,12105 3,CENTRO DE DESARROLLO DEL LENGUAJE,,1343,BERNARDINO PARADA,945,1,0945 BERNARDINO PARADA,LA PINTANA,5422051,3,24000,3800,1.9,3,16,5,0,6,30,0,0,4,4,4,120,100,0,0,0,231,0,0,1,0,0,0,0,231,0,1,0,0,0,0,0,0,0,0,0,0,0,12105 3,SANTIAGO,BASICA,346993.77505,6283360.06602,PROVINCIAL CORDILLERA,CENTRO DE DESARROLLO DEL LENGUAJE,BASICA,ED BASICA,Particulares Subvencionados
1981,471,9597 4,PABLO DE ROKHA,D,530,JOSE TORIBIO MEDINA,12816,1,12816 JOSE TORIBIO MEDINA,LA PINTANA,5422899,1,500,7875,0,4,30,2,0,5,41,0,0,2,2,0,1000,100,0,0,103,1005,0,0,1,103,1005,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9597 4,SANTIAGO,BASICA,346810.08984,6283233.55,PROVINCIAL CORDILLERA,PABLO DE ROKHA,BASICA,ED BASICA,Estatales
1982,472,9664 4,PUERTO NAVARINO,,,PROFE JULIO CHAVEZ,12751,1,12751 PROFE JULIO CHAVEZ,LA PINTANA,5424807,3,0,0,0,2,16,2,0,7,27,0,0,2,0,0,570,0,0,0,83,488,0,0,1,83,488,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9664 4,SANTIAGO,BASICA,346266.66094,6283322.3,PROVINCIAL CORDILLERA,PUERTO NAVARINO,BASICA,ED BASICA,Particulares Subvencionados
1983,473,10000116,LOBITO BUENO,,,BERNARDINO PARADA,935,0,0935 BERNARDINO PARADA,LA PINTANA,5456256,6,2750,2880,4.8,1,2,0,5,1,9,0,0,0,0,0,0,0,0,0,144,0,0,0,3,144,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000116,SANTIAGO,PREBASICA,346945.97827,6283367.65879,PROVINCIAL CORDILLERA,LOBITO BUENO,PREBASICA,ED PREBASICA,Municipales
1984,474,9598 2,SIN NOMBRE,D,531,PEDRO PRADO,12371,1,12371 PEDRO PRADO,LA PINTANA,5429265,1,2000,6000,0,3,26,2,0,4,35,0,0,4,1,0,700,100,0,0,108,654,0,0,1,108,654,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9598 2,SANTIAGO,BASICA,347006.95313,6283528,PROVINCIAL CORDILLERA,SIN NOMBRE,BASICA,ED BASICA,Estatales
1985,475,24445 7,EL ROBLE,,368,OBSERVATORIO,1753,1,1753 OBSERVATORIO,LA PINTANA,5411900,1,0,0,0,4,44,4,0,4,56,0,0,4,1,0,1499,40,0,9,208,1298,0,79,1,208,1316,61,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,24445 7,SANTIAGO,MEDIA,347127.61653,6285045.53159,PROVINCIAL CORDILLERA,EL ROBLE,MEDIA,ED MEDIA,Estatales
1986,476,24428 7,ARCANGEL SAN GABRIEL,,363,LOS POMELOS,573,1,0573 LOS POMELOS,LA PINTANA,8520351,3,0,5000,5.2,2,9,2,0,2,15,0,0,2,2,0,0,0,0,0,25,287,0,0,1,25,287,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,24428 7,SANTIAGO,BASICA,347712.22935,6278692.81769,PROVINCIAL CORDILLERA,ARCANGEL SAN GABRIEL,BASICA,ED BASICA,Particulares Subvencionados
1987,477,12269 6,INSTITUTO SAN CARLOS,,360,LOS MANZANOS,2569,1,2569 LOS MANZANOS,LA PINTANA,8520339,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,300,0,0,0,15,146,0,0,2,15,146,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,12269 6,SANTIAGO,BASICA,348083.09382,6278780.3913,PROVINCIAL CORDILLERA,INSTITUTO SAN CARLOS,BASICA,ED BASICA,Particulares Subvencionados
1988,478,11805 2,INGLES LOS DURAZNOS,,330,LOS DURAZNOS,128,1,0128 LOS DURAZNOS,LA PINTANA,8520050,3,20000,5000,6.27,2,17,4,0,3,26,0,15,7,0,0,400,25,0,0,70,470,0,0,1,70,470,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,11805 2,SANTIAGO,BASICA,348111.68516,6279631.8,PROVINCIAL CORDILLERA,INGLES LOS DURAZNOS,BASICA,ED BASICA,Particulares Subvencionados
1989,479,9603 2,LICEO VILLA LA PINTANA,,,EL OLIVAR,2595,1,2595 EL OLIVAR,LA PINTANA,8520156,1,1500,10000,0,3,28,0,0,4,35,0,52,10,8,20,850,80,0,0,137,713,100,0,1,137,713,100,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9603 2,SANTIAGO,MEDIA,348606.82109,6279368.925,PROVINCIAL CORDILLERA,LICEO VILLA LA PINTANA,MEDIA,ED MEDIA,Estatales
1990,480,24750 2,TALLERES PREVOCACIONALES SAN FRANCISCO,,1480,LAS ACACIAS,2668,1,2668 LAS ACACIAS,LA PINTANA,8521083,3,0,0,0,1,5,4,0,4,14,0,0,0,0,0,127,100,0,0,0,127,0,0,1,0,0,0,0,127,0,1,0,0,0,0,0,0,0,0,0,0,0,24750 2,SANTIAGO,BASICA,348625.18359,6279586,PROVINCIAL CORDILLERA,TALLERES PREVOCACIONALES SAN FRANCISCO,BASICA,ED BASICA,Particulares Subvencionados
1991,481,10000073,ROSARIO CHACON DE PRAT,,,LOS LIMONEROS,13187,0,13187 LOS LIMONEROS,LA PINTANA,5424671,8,0,96,7.8,0,1,0,4,3,8,0,0,0,0,1,0,0,0,0,51,0,0,0,3,51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000073,SANTIAGO,PREBASICA,347308.66711,6282557.04221,PROVINCIAL CORDILLERA,ROSARIO CHACON DE PRAT,PREBASICA,ED PREBASICA,Municipales
1992,482,9616 4,VICTOR JARA,F,37,EL RAULI,12951,1,12951 EL RAULI,LA PINTANA,5429050,1,1000,1000,0,4,35,5,0,4,48,0,5,7,1,14,720,100,0,0,164,1073,0,0,1,164,1073,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9616 4,SANTIAGO,BASICA,347667.0014,6282877.87648,PROVINCIAL CORDILLERA,VICTOR JARA,BASICA,ED BASICA,Estatales
1993,483,10000112,LUZ DEL MANANA,,,CALLE A,1174,0,1174 CALLE A,LA PINTANA,5423187,6,5500,2900,4.8,1,6,0,18,7,32,0,0,0,0,0,0,0,0,0,263,0,0,0,3,263,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000112,SANTIAGO,PREBASICA,347749.45313,6282920,PROVINCIAL CORDILLERA,LUZ DEL MANANA,PREBASICA,ED PREBASICA,Municipales
1994,484,11804 4,NUEVA ALBORADA,,329,CAUTIN,12595,1,12595 CAUTIN,LA PINTANA,5422107,3,0,500,3,2,7,1,0,2,12,0,0,3,2,0,90,80,0,0,0,90,0,0,1,0,0,0,0,90,0,1,0,0,0,0,0,0,0,0,0,0,0,11804 4,SANTIAGO,BASICA,347417.16546,6283212.75769,PROVINCIAL CORDILLERA,NUEVA ALBORADA,BASICA,ED BASICA,Particulares Subvencionados
1995,485,9583 4,CENTRO EDUCACIONAL MUNICIPAL MARIANO LATORRE,B,103,PUNTA DE HORCON,12346,1,12346 PUNTA DE HORCON,LA PINTANA,5421504,1,4150,0,0,7,58,5,0,5,75,0,8,0,0,0,1420,100,0,39,0,376,764,280,1,0,376,1044,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,9583 4,SANTIAGO,MEDIA,347676.26797,6283470.525,PROVINCIAL CORDILLERA,CENTRO EDUCACIONAL MUNICIPAL MARIANO LATORRE,MEDIA,ED MEDIA,Estatales
1996,486,10000114,EL DUENDE TRAVIESO,,,BERNARDINO PARADA,1170,0,1170 BERNARDINO PARADA,LA PINTANA,5427083,6,3300,1800,7.05,1,3,0,13,7,24,0,0,0,0,0,0,0,0,0,215,0,0,0,3,215,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000114,SANTIAGO,PREBASICA,347758.43906,6283270.175,PROVINCIAL CORDILLERA,EL DUENDE TRAVIESO,PREBASICA,ED PREBASICA,Municipales
1997,487,11903 2,SAN MARCELO NRO.2,,307,TUCAPEL,2700,1,2700 TUCAPEL,LA PINTANA,5424171,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697,0,0,2,0,697,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,11903 2,SANTIAGO,BASICA,348972.61522,6282123.07368,PROVINCIAL CORDILLERA,SAN MARCELO NRO.2,BASICA,ED BASICA,Particulares Subvencionados
1998,488,9665 2,STA ROSA,,183,STA ROSA,12910,1,12910 STA ROSA,LA PINTANA,5421055,3,46500,0,0,5,27,4,0,4,40,0,0,12,12,12,1050,100,0,0,135,935,0,0,1,135,935,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9665 2,SANTIAGO,BASICA,348924.44515,6282734.49716,PROVINCIAL CORDILLERA,STA ROSA,BASICA,ED BASICA,Particulares Subvencionados
1999,489,10000117,131701,,,ANDRES BELLO,12558,0,12558 ANDRES BELLO,LA PINTANA,5424163,6,7000,0,0,1,1,0,4,1,7,0,0,0,0,0,0,0,0,0,108,0,0,0,3,108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000117,SANTIAGO,PREBASICA,348034.4776,6283295.76385,PROVINCIAL CORDILLERA,,PREBASICA,ED PREBASICA,Municipales
2000,490,1000127,UNIVERSIDAD DE CHILE CAMPUS ANTUMAPU,,,STA ROSA,11325,4,11325 STA ROSA,LA PINTANA,6785700,3,1015500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909,1,0,0,0,1909,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000127,SANTIAGO,SUPERIOR,348751.53764,6284383.28682,PROVINCIAL CORDILLERA,UNIVERSIDAD DE CHILE CAMPUS ANTUMAPU,UNIVERSIDAD DE CHILE CAMPUS ANTUMAPU,ED UNIVERSIDAD DE CHILE CAMPUS ANTUMAPU,Particulares Subvencionados
2001,2669,10868 5,ESCUELA,G,139,LO ENCANADO,0,1,LO ENCANADO,SAN PEDRO,0,1,0,510,2.04,1,2,1,0,1,5,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10868 5,,BASICA,269866.20595,6250311.01878,PROVINCIAL TALAGANTE,ESCUELA,BASICA,ED BASICA,Estatales
2002,2670,10872 3,ESCUELA,G,499,CABIMBAO,0,1,CABIMBAO,SAN PEDRO,0,1,0,5000,1.57,0,1,1,0,1,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10872 3,,BASICA,266313.61049,6253779.167,PROVINCIAL TALAGANTE,ESCUELA,BASICA,ED BASICA,Estatales
2003,2671,10861 8,ESCUELA,G,130,EL PRADO,0,1,EL PRADO,SAN PEDRO,0,1,0,3906,5.4,1,2,1,0,1,5,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10861 8,,BASICA,269032.35228,6244340.59208,PROVINCIAL TALAGANTE,ESCUELA,BASICA,ED BASICA,Estatales
2004,2672,10871 5,ESCUELA,G,498,SANTA ROSA,0,1,SANTA ROSA,SAN PEDRO,0,1,0,810,2.36,1,1,1,0,1,4,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10871 5,,BASICA,286499.86091,6236894.69941,PROVINCIAL TALAGANTE,ESCUELA,BASICA,ED BASICA,Estatales
