FID,codest,nomeste,codreg,nomreg,codss,nomss,codcom,nomcom,pertenen,tipoest,certifi,depend,nivel,viaacceso,direcc,longitud,latitud,cod_nuevo
2002,16-468,PSR-Lagunillas ( Villa Alegre ),7,Del Maule,16,Servicio de Salud Del Maule,7407,Villa Alegre,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Aldea Lagunillas S/N Villa Alegre,-71.653128903,-35.652215332,116468
2003,16-469,PSR-Peñuelas,7,Del Maule,16,Servicio de Salud Del Maule,7407,Villa Alegre,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Aldea Peñuelas S/N Villa Alegre,-71.579381048,-35.65237021,116469
2004,16-470,PSR-Orilla de Maule,7,Del Maule,16,Servicio de Salud Del Maule,7408,Yerbas Buenas,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Orilla del Maule kilómetro 4 S/N Yerbas Buenas,-71.5400248391,-35.617574033,116470
2005,16-471,PSR-Maitencillo (Yerbas Buenas),7,Del Maule,16,Servicio de Salud Del Maule,7408,Yerbas Buenas,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Maitencillo Adentro S/N Yerbas Buenas,-71.506200695,-35.650604522,116471
2006,16-472,PSR-Maule Sur,7,Del Maule,16,Servicio de Salud Del Maule,7402,Colbún,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Aldea Maule Sur S/N Colbún,-71.401989813,-35.636881312,116472
2007,16-473,PSR-Palmilla (Linares),7,Del Maule,16,Servicio de Salud Del Maule,7401,Linares,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío Palmilla S/N Linares,-71.742992392,-35.80373888,116473
2008,16-474,PSR-Embalse Ancoa,7,Del Maule,16,Servicio de Salud Del Maule,7401,Linares,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío Embalse Ancoa S/N Linares,-71.2894176295,-35.9058955919,116474
2009,16-475,PSR-Peumal,7,Del Maule,16,Servicio de Salud Del Maule,7406,San Javier,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Peumal S/N San Javier,-71.8630369887,-35.5456497707,116475
2010,16-476,PSR-Vega de Salas,7,Del Maule,16,Servicio de Salud Del Maule,7401,Linares,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío Cajón Vega de Salas S/N Linares,-71.388493523,-35.981721572,116476
2011,16-477,PSR-Chupallar,7,Del Maule,16,Servicio de Salud Del Maule,7401,Linares,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío Chupallar S/N Linares,-71.2365232189,-35.8657559945,116477
2012,16-478,PSR-Los Hualles,7,Del Maule,16,Servicio de Salud Del Maule,7401,Linares,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío Los Hualles S/N Linares,-71.324327764,-36.133076238,116478
2013,16-479,PSR-Las Cañas,7,Del Maule,16,Servicio de Salud Del Maule,7102,Constitución,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Aldea Las Cañas S/N Constitución,-72.4799101755,-35.4512240727,116479
2014,16-480,PSR-Miraflores,7,Del Maule,16,Servicio de Salud Del Maule,7403,Longaví,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Aldea Miraflores S/N Longaví,-71.645208067,-35.918731761,116480
2015,16-481,PSR-Huimeo,7,Del Maule,16,Servicio de Salud Del Maule,7403,Longaví,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío Huimeo S/N Longaví,-71.754422703,-35.826794725,116481
2016,16-482,PSR-Mesamávida (Los Ángeles),7,Del Maule,16,Servicio de Salud Del Maule,7403,Longaví,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío Camino a Mesamávida S/N Longaví,-71.568868803,-35.977201452,116482
2017,16-483,PSR-La Quinta,7,Del Maule,16,Servicio de Salud Del Maule,7403,Longaví,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Aldea La Quinta S/N Longaví,-71.568676812,-36.052232449,116483
2018,16-484,PSR-San José (Longaví),7,Del Maule,16,Servicio de Salud Del Maule,7403,Longaví,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector San José S/N Longaví,-71.581096839,-36.15136888,116484
2019,16-486,PSR-Loma de Vásquez,7,Del Maule,16,Servicio de Salud Del Maule,7403,Longaví,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío Loma de Vásquez S/N Longaví,-71.446697538,-36.22303162,116486
2020,16-487,PSR-Piguchén (Retiro),7,Del Maule,16,Servicio de Salud Del Maule,7405,Retiro,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío Piguchén S/N Retiro,-71.773399501,-35.9773078139,116487
2021,16-488,PSR-Villaseca,7,Del Maule,16,Servicio de Salud Del Maule,7405,Retiro,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío Villaseca S/N Retiro,-71.836655806,-35.862324236,116488
2022,16-489,PSR-Talhuenes,7,Del Maule,16,Servicio de Salud Del Maule,7405,Retiro,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío Talhuenes S/N Retiro,-71.992725321,-35.88787048,116489
2023,16-490,PSR-Camelias,7,Del Maule,16,Servicio de Salud Del Maule,7405,Retiro,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Camino a la Montaña Camelias S/N Retiro,-71.60486828,-36.210992142,116490
2024,16-491,PSR-San Marcos (Retiro),7,Del Maule,16,Servicio de Salud Del Maule,7405,Retiro,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Camino a la Montaña San Marcos S/N Retiro,-71.737945489,-36.160104908,116491
2025,16-492,PSR-Copihue,7,Del Maule,16,Servicio de Salud Del Maule,7405,Retiro,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Julio Villanueva Copihue S/N Retiro,-71.801816632,-36.089553343,116492
2026,16-493,PSR-Los Canelos (Parral),7,Del Maule,16,Servicio de Salud Del Maule,7404,Parral,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío Los Canelos S/N Parral,-71.3139062039,-36.3034581893,116493
2027,16-494,PSR-Bullileo,7,Del Maule,16,Servicio de Salud Del Maule,7404,Parral,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío Bullileo S/N Parral,-71.414879701,-36.289072986,116494
2028,16-495,PSR-Digua,7,Del Maule,16,Servicio de Salud Del Maule,7404,Parral,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío Digua S/N Parral,-71.548572805,-36.255182342,116495
2029,16-496,PSR-Catillo,7,Del Maule,16,Servicio de Salud Del Maule,7404,Parral,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío Cruce Catillo S/N Parral,-71.652385495,-36.285914283,116496
2030,16-497,PSR-Perquilauquén,7,Del Maule,16,Servicio de Salud Del Maule,7404,Parral,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío Perquilauquén S/N Parral,-71.8631315351,-36.2270683145,116497
2031,16-498,PSR-Tapihue,7,Del Maule,16,Servicio de Salud Del Maule,7201,Cauquenes,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Tapihue S/N Cauquenes,-72.3093161233,-35.7709455465,116498
2032,16-499,PSR-Cayurranquil,7,Del Maule,16,Servicio de Salud Del Maule,7201,Cauquenes,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Cayurranquil S/N Cauquenes,-72.6123488478,-35.9734295228,116499
2033,16-500,PSR-Santo Toribio,7,Del Maule,16,Servicio de Salud Del Maule,7201,Cauquenes,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Santo Toribio S/N Cauquenes,-72.0194658995,-35.8239304472,116500
2034,16-501,PSR-Quella,7,Del Maule,16,Servicio de Salud Del Maule,7201,Cauquenes,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Aldea Quella S/N Cauquenes,-72.091412808,-36.057829558,116501
2035,16-502,PSR-Tres Esquinas (Cauquenes),7,Del Maule,16,Servicio de Salud Del Maule,7201,Cauquenes,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío Tres Esquinas S/N Cauquenes,-72.2936589944,-36.1441696563,116502
2036,16-503,PSR-Cancha de Los Huevos,7,Del Maule,16,Servicio de Salud Del Maule,7201,Cauquenes,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Cancha de los Huevos S/N Cauquenes,-72.473679164,-36.096985017,116503
2037,16-504,PSR-Coronel,7,Del Maule,16,Servicio de Salud Del Maule,7201,Cauquenes,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío Coronel S/N Cauquenes,-72.45526283,-36.052851488,116504
2038,16-505,PSR-Lomas de Putagán,7,Del Maule,16,Servicio de Salud Del Maule,7402,Colbún,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Aldea Lomas de Putagán S/N Colbún,-71.445851421,-35.828143725,116505
2039,16-506,PSR-Pelluhue,7,Del Maule,16,Servicio de Salud Del Maule,7203,Pelluhue,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Pueblo de Pelluhue S/N Pelluhue,-72.5707842482,-35.8116965082,116506
2040,16-508,PSR-Chovellén,7,Del Maule,16,Servicio de Salud Del Maule,7203,Pelluhue,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Aldea Chovellén S/N Pelluhue,-72.665967912,-35.914853962,116508
2041,16-509,PSR-Pahuil,7,Del Maule,16,Servicio de Salud Del Maule,7202,Chanco,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Aldea Pahuil S/N Chanco,-72.569028021,-35.617268369,116509
2042,16-510,PSR-Loanco,7,Del Maule,16,Servicio de Salud Del Maule,7202,Chanco,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Loanco S/N Chanco,-72.609912141,-35.589379956,116510
2043,16-512,PSR-Santa Olga,7,Del Maule,16,Servicio de Salud Del Maule,7102,Constitución,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Pueblo Santa Olga S/N Constitución,-72.2775137547,-35.4511172543,116512
2044,16-514,PSR-Los Quillayes (Sagrada Familia),7,Del Maule,16,Servicio de Salud Del Maule,7307,Sagrada Familia,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Los Quillayes S/N Sagrada Familia,-71.4750635945,-35.0598444565,116514
2045,16-515,PSR-Vara Gruesa,7,Del Maule,16,Servicio de Salud Del Maule,7401,Linares,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Pueblo Vara Gruesa S/N Linares,-71.5128420751,-35.8304943605,116515
2046,16-516,PSR-El Carmen( Longaví),7,Del Maule,16,Servicio de Salud Del Maule,7403,Longaví,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector El Carmen S/N Longaví,-71.5576962612,-36.0898225239,116516
2047,16-517,PSR-El Bolsico,7,Del Maule,16,Servicio de Salud Del Maule,7108,Río Claro,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Aldea El Bolsico S/N Río Claro,-71.1864166709,-35.2449731309,116517
2048,16-518,PSR-El Aromo,7,Del Maule,16,Servicio de Salud Del Maule,7406,San Javier,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector El Aromo S/N San Javier,-71.672172611,-35.574794094,116518
2049,16-519,PSR-Esperanza,7,Del Maule,16,Servicio de Salud Del Maule,7407,Villa Alegre,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Aldea Esperanza S/N Villa Alegre,-71.615703545,-35.69203664,116519
2050,16-520,PSR-Santa Elena (San Clemente),7,Del Maule,16,Servicio de Salud Del Maule,7109,San Clemente,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío Santa Elena S/N San Clemente,-71.4642401185,-35.4866029177,116520
2051,16-521,PSR-Las Lomas (Curepto),7,Del Maule,16,Servicio de Salud Del Maule,7103,Curepto,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Las Lomas S/N Curepto,-72.175399477,-35.114729135,116521
2052,16-522,PSR-Los Carros,7,Del Maule,16,Servicio de Salud Del Maule,7404,Parral,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Los Carros S/N Parral,-71.724776696,-36.231681004,116522
2053,16-523,PSR-Monte Flor,7,Del Maule,16,Servicio de Salud Del Maule,7404,Parral,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Monte Flor S/N Parral,-71.9750093013,-36.2371263953,116523
2054,16-524,PSR-Fuerte Viejo,7,Del Maule,16,Servicio de Salud Del Maule,7404,Parral,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Fuerte Viejo S/N Parral,-72.027514212,-36.16361096,116524
2055,16-525,PSR-Tres Esquinas (Molina),7,Del Maule,16,Servicio de Salud Del Maule,7304,Molina,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío Tres Esquinas S/N Molina,-71.2157804236,-35.1688801106,116525
2056,16-526,PSR-Santa Delfina,7,Del Maule,16,Servicio de Salud Del Maule,7405,Retiro,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío Santa Delfina S/N Retiro,-71.657640364,-36.143101836,116526
2057,16-527,PSR-San Ramón (Retiro),7,Del Maule,16,Servicio de Salud Del Maule,7405,Retiro,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío San Ramón S/N Retiro,-71.841112965,-36.008338734,116527
2058,16-528,PSR-La Pesca,7,Del Maule,16,Servicio de Salud Del Maule,7303,Licantén,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector La Pesca S/N Licantén,-72.1839816572,-34.9658319668,116528
2059,16-529,PSR-Barba Rubia,7,Del Maule,16,Servicio de Salud Del Maule,7302,Hualañé,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Barba Rubia S/N Hualañé,-71.652355375,-34.944251888,116529
2060,16-530,PSR-Espinalillo,7,Del Maule,16,Servicio de Salud Del Maule,7302,Hualañé,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Espinalillo S/N Hualañé,-71.857450229,-34.870886354,116530
2061,16-531,PSR-San Víctor Álamos,7,Del Maule,16,Servicio de Salud Del Maule,7401,Linares,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Aldea San Víctor Álamos S/N Linares,-71.472438366,-35.886678476,116531
2062,16-532,PSR-Lomas de la Tercera,7,Del Maule,16,Servicio de Salud Del Maule,7403,Longaví,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Lomas de la Tercera S/N Longaví,-71.6400828119,-36.0550778736,116532
2063,16-533,PSR-Santa Rosa (Sagrada Familia),7,Del Maule,16,Servicio de Salud Del Maule,7307,Sagrada Familia,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Ulices Correa S/N Santa Rosa S/N Sagrada Familia,-71.305346723,-35.039821279,116533
2064,16-534,PSR-Huencuecho,7,Del Maule,16,Servicio de Salud Del Maule,7106,Pelarco,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Huencuecho S/N Pelarco,-71.347718363,-35.382792368,116534
2065,16-537,PSR-Llancanao,7,Del Maule,16,Servicio de Salud Del Maule,7401,Linares,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Aldea Llancanao S/N Linares,-71.5214487945,-35.8948352578,116537
2066,16-538,PSR-Estancilla,7,Del Maule,16,Servicio de Salud Del Maule,7103,Curepto,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Estancilla S/N Curepto,-71.8731433656,-35.1084957798,116538
2067,16-539,PSR-El Cardonal,7,Del Maule,16,Servicio de Salud Del Maule,7202,Chanco,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector El Cardonal S/N Chanco,-72.422041998,-35.717192855,116539
2068,16-540,PSR-Los Robles (Río Claro),7,Del Maule,16,Servicio de Salud Del Maule,7108,Río Claro,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío Los Robles S/N Río Claro,-71.358040532,-35.2228969619,116540
2069,16-541,PSR-El Manzano (Pelarco ),7,Del Maule,16,Servicio de Salud Del Maule,7106,Pelarco,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector El Manzano S/N Pelarco,-71.4152258334,-35.4212426972,116541
2070,16-542,PSR-Linares de Perales,7,Del Maule,16,Servicio de Salud Del Maule,7105,Maule,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío Linares de Perales S/N Maule,-71.843328574,-35.469681957,116542
2071,16-543,PSR-Batuco,7,Del Maule,16,Servicio de Salud Del Maule,7107,Pencahue,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Batuco S/N Pencahue,-71.956141662,-35.321706844,116543
2072,16-544,PSR-El Porvenir,7,Del Maule,16,Servicio de Salud Del Maule,7301,Curicó,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Aldea El Porvenir S/N Curicó,-71.188986625,-35.003096818,116544
2073,16-546,PSR-Chequén,7,Del Maule,16,Servicio de Salud Del Maule,7109,San Clemente,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Aldea Chequén S/N San Clemente,-71.559574891,-35.565505172,116546
2074,16-547,PSR-Puipuyén,7,Del Maule,16,Servicio de Salud Del Maule,7408,Yerbas Buenas,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Puipuyén S/N Yerbas Buenas,-71.528123635,-35.750130659,116547
2075,16-548,PSR-La Vega (Chanco),7,Del Maule,16,Servicio de Salud Del Maule,7202,Chanco,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Aldea La Vega S/N Chanco,-72.445025324,-35.875605873,116548
2076,16-549,PSR-Boyeruca,7,Del Maule,16,Servicio de Salud Del Maule,7309,Vichuquén,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío Boyecura S/N Vichuquén,-72.048254474,-34.6882862337,116549
2077,16-550,PSR-Bajos de Huenutil,7,Del Maule,16,Servicio de Salud Del Maule,7404,Parral,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío Bajos de Huenutil S/N Parral,-71.741306077,-36.288758128,116550
2078,16-551,PSR-Talquita,7,Del Maule,16,Servicio de Salud Del Maule,7404,Parral,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío Talquita S/N Parral,-71.808748955,-36.236143272,116551
2079,16-552,PSR-Las Palmas de Toconey,7,Del Maule,16,Servicio de Salud Del Maule,7107,Pencahue,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Las Palmas de Toconey S/N Pencahue,-72.049169292,-35.392150537,116552
2080,16-553,PSR-Quilhuine,7,Del Maule,16,Servicio de Salud Del Maule,7202,Chanco,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío Quilhuine S/N Chanco,-72.52816128,-35.593546459,116553
2081,16-554,PSR-Raúl Folleraux,7,Del Maule,16,Servicio de Salud Del Maule,7308,Teno,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Raúl Folleraux S/N Teno,-71.1038305988,-34.8400444413,116554
2082,16-555,PSR-Santa Sofía,7,Del Maule,16,Servicio de Salud Del Maule,7201,Cauquenes,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Aldea Santa Sofía S/N Cauquenes,-72.355952375,-35.967150083,116555
2083,16-556,PSR-Pocillas,7,Del Maule,16,Servicio de Salud Del Maule,7201,Cauquenes,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío Pocillas S/N Cauquenes,-72.231067042,-36.1617150698,116556
2084,16-557,PSR-La Obra (Curicó),7,Del Maule,16,Servicio de Salud Del Maule,7301,Curicó,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector La Obra S/N Curicó,-71.222981936,-35.053800643,116557
2085,16-558,PSR-Lagunillas (Chanco),7,Del Maule,16,Servicio de Salud Del Maule,7202,Chanco,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío Lagunillas S/N Chanco,-72.453573656,-35.771545233,116558
2086,16-559,PSR-Floresta,7,Del Maule,16,Servicio de Salud Del Maule,7402,Colbún,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío La Floresta S/N Colbún,-71.482371604,-35.717586543,116559
2087,16-560,PSR-La Orilla (Parral),7,Del Maule,16,Servicio de Salud Del Maule,7404,Parral,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Aldea La Orilla S/N Parral,-71.576364251,-36.210247646,116560
2088,16-561,PSR-Mercedes,7,Del Maule,16,Servicio de Salud Del Maule,7101,Talca,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Mercedes S/N Talca,-71.5573296027,-35.4720735876,116561
2089,16-562,PSR-Las Toscas,7,Del Maule,16,Servicio de Salud Del Maule,7401,Linares,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío Las Toscas S/N Linares,-71.707411461,-35.781519957,116562
2090,16-563,PSR-Sauzal,7,Del Maule,16,Servicio de Salud Del Maule,7201,Cauquenes,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Aldea Sauzal S/N Cauquenes,-72.1220024856,-35.7162640444,116563
2091,16-564,PSR-Villa Baviera,7,Del Maule,16,Servicio de Salud Del Maule,7404,Parral,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Camino a Catillo S/N Parral,-71.5883456831,-36.3874520617,116564
2092,16-569,PSR-El Plumero,7,Del Maule,16,Servicio de Salud Del Maule,7305,Rauco,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Población Quicharco - Sector El Plumero S/N Rauco,-71.2789264339,-34.8843985248,116569
2093,16-570,PSR-La Mina,7,Del Maule,16,Servicio de Salud Del Maule,7109,San Clemente,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,"Camino Internacional, Sector La Mina S/N San Clemente",-70.8203735837,-35.8183731722,116570
2094,16-571,PSR-Santa Rita,7,Del Maule,16,Servicio de Salud Del Maule,7106,Pelarco,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Santa Rita 62 Pelarco,-71.5316538628,-35.3952717411,116571
2095,16-572,PSR-Pangue Arriba,7,Del Maule,16,Servicio de Salud Del Maule,7110,San Rafael,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Pangue Arriba S/N San Rafael,-71.4361106674,-35.3369483522,116572
2096,16-938,PSR-Alquihue,7,Del Maule,16,Servicio de Salud Del Maule,7406,San Javier,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Alquihue S/N San Javier,-71.809963542,-35.6395701973,200038
2097,17-401,PSR-Talquipén,8,Del Bíobío,17,Servicio de Salud Ñuble,8405,Coihueco,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Aldea de Talquipén S/N Coihueco,-71.927949501,-36.6079060279,117401
2098,17-403,PSR-Bustamante,8,Del Bíobío,17,Servicio de Salud Ñuble,8405,Coihueco,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Aldea de Bustamante S/N Coihueco,-71.764903588,-36.5907812059,117403
2099,17-405,PSR-Capilla Cato,8,Del Bíobío,17,Servicio de Salud Ñuble,8401,Chillán,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Capilla Cato S/N Chillán,-71.975511723,-36.5542886549,117405
2100,17-406,PSR-Minas del Prado,8,Del Bíobío,17,Servicio de Salud Ñuble,8405,Coihueco,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Aldea Minas del Prado S/N Coihueco,-71.702216888,-36.6667757229,117406
2101,17-407,PSR-Tanilvoro,8,Del Bíobío,17,Servicio de Salud Ñuble,8405,Coihueco,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Aldea de Tanilvoro S/N Coihueco,-71.821307418,-36.7259989999,117407
2102,17-409,PSR-Recinto,8,Del Bíobío,17,Servicio de Salud Ñuble,8411,Pinto,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Pueblo Recinto - Los Lleuques S/N Pinto,-71.65907712,-36.8433446679,117409
2103,17-410,PSR-Huape,8,Del Bíobío,17,Servicio de Salud Ñuble,8401,Chillán,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Huape S/N Chillán,-72.261058942,-36.6080938959,117410
2104,17-413,PSR-Rucapequén,8,Del Bíobío,17,Servicio de Salud Ñuble,8406,Chillán Viejo,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Aldea de Rucapequén S/N Chillán Viejo,-72.279546899,-36.6714409499,117413
2105,17-414,PSR-Nebuco,8,Del Bíobío,17,Servicio de Salud Ñuble,8406,Chillán Viejo,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío de Nebuco S/N Chillán Viejo,-72.222587854,-36.6475737969,117414
2106,17-415,PSR-Cachapoal,8,Del Bíobío,17,Servicio de Salud Ñuble,8416,San Carlos,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Pueblo de Cachapoal S/N San Carlos,-71.73294357,-36.4627551659,117415
2107,17-416,PSR-Rivera de Ñuble,8,Del Bíobío,17,Servicio de Salud Ñuble,8416,San Carlos,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Aldea de Rivera Ñuble S/N San Carlos,-71.7562003356,-36.4791362617,117416
2108,17-418,PSR-Chacay (Ñiquén),8,Del Bíobío,17,Servicio de Salud Ñuble,8409,Ñiquén,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Aldea Chacay S/N Ñiquén,-71.77216928,-36.3662901049,117418
2109,17-419,PSR-Ñiquén,8,Del Bíobío,17,Servicio de Salud Ñuble,8409,Ñiquén,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Aldea Ñiquén S/N Ñiquén,-71.900615085,-36.2936220229,117419
2110,17-421,PSR-Torrecillas,8,Del Bíobío,17,Servicio de Salud Ñuble,8416,San Carlos,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Torrecillas S/N San Carlos,-72.316587473,-36.3584837569,117421
2111,17-422,PSR-La Gloria,8,Del Bíobío,17,Servicio de Salud Ñuble,8409,Ñiquén,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector La Gloria S/N Ñiquén,-71.864043608,-36.3837590869,117422
2112,17-423,PSR-Monte Blanco,8,Del Bíobío,17,Servicio de Salud Ñuble,8416,San Carlos,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Aldea Monte Blanco S/N San Carlos,-71.911962059,-36.5025740049,117423
2113,17-425,PSR-Las Raíces,8,Del Bíobío,17,Servicio de Salud Ñuble,8402,Bulnes,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío Las Raíces S/N Bulnes,-72.386110196,-36.7079094489,117425
